blockTradeId,closedSize,createType,execFee,execFeeV2,execId,execPrice,execQty,execTime,execType,execValue,extraFees,feeCurrency,feeRate,indexPrice,isMaker,leavesQty,markIv,markPrice,marketUnit,orderId,orderLinkId,orderPrice,orderQty,orderType,seq,side,stopOrderType,symbol,tradeIv,underlyingPrice
,0,,-0.00037013,0.00037013,fefda5a6-6038-4f1f-8f03-22f5649d8402,0.658,45,1763712000000,Funding,29.61,,USDT,-0.000012,,False,0,,0.6581,,8c499cf8-17d7-4b52-9e0c-3a46f84df22b,,0,0,UNKNOWN,220548463159,Sell,UNKNOWN,MASKUSDT,,
,0,CreateByUser,0.01301685,-0.01301685,a6f005f5-4cb5-5248-9a4f-6e80a382f466,0.0147,2530,1763711584252,Trade,37.191,,USDT,0.00035,,False,0,,0.01468,,f20a12ca-822f-491e-999d-ce209f586a7f,,0.01614,2530,Market,265084902102,Buy,UNKNOWN,ARPAUSDT,,
,0,CreateByUser,0.00667287,-0.00667287,60662a8c-5cf6-5389-bd46-f5a372720a4a,0.6597,28.9,1763711584078,Trade,19.06533,,USDT,0.00035,,False,0,,0.6602,,c8d8740f-2f19-48d2-a334-7c5717972f86,,0.6272,45,Market,220546045657,Sell,UNKNOWN,MASKUSDT,,
,0,CreateByUser,0.00348705,-0.00348705,5b0a354c-c0c3-55d4-a34a-4cce961b9b8c,0.6598,15.1,1763711584078,Trade,9.96298,,USDT,0.00035,,False,28.9,,0.6602,,c8d8740f-2f19-48d2-a334-7c5717972f86,,0.6272,45,Market,220546045657,Sell,UNKNOWN,MASKUSDT,,
,0,CreateByUser,0.00023104,-0.00023104,34c964f9-3b0e-553f-906d-37510e862033,0.6601,1,1763711584078,Trade,0.6601,,USDT,0.00035,,False,44,,0.6602,,c8d8740f-2f19-48d2-a334-7c5717972f86,,0.6272,45,Market,220546045657,Sell,UNKNOWN,MASKUSDT,,
,105,CreateByUser,0.01231125,-0.01231125,83361cee-fb07-502c-be01-28c52db13e7b,0.335,105,1763710666028,Trade,35.175,,USDT,0.00035,,False,0,,0.3346,,4ef374e3-8c5a-484b-b710-5af13dfe24c1,,0.4015,105,Market,265076338652,Buy,UNKNOWN,RADUSDT,,
,547,CreateByUser,0.01262996,-0.01262996,3b1f2535-8152-5328-959e-134ed15dda40,0.06597,547,1763710665851,Trade,36.08559,,USDT,0.00035,,False,0,,0.06599,,ccf996da-2e36-4e7f-8df2-fc1e2a44134d,,0.0594,547,Market,238917198047,Sell,UNKNOWN,ICXUSDT,,
,42.4,CreateByUser,0.01022476,-0.01022476,8089e9f6-aebd-5c07-934d-5e21f7b1428a,0.689,42.4,1763695378364,Trade,29.2136,,USDT,0.00035,,False,0,,0.6893,,9d970a38-7655-4158-bf73-dddbf2d35f57,,0.6549,42.4,Market,220481588662,Sell,UNKNOWN,MASKUSDT,,
,2360,CreateByUser,0.01268736,-0.01268736,e750841b-bfc4-5504-8d6f-6a6afa5d04d9,0.01536,2360,1763695378191,Trade,36.2496,,USDT,0.00035,,False,0,,0.01534,,b957f0c1-46df-463d-ab1a-893100f2f58f,,0.01687,2360,Market,265007597199,Buy,UNKNOWN,ARPAUSDT,,
,0,,0.00036115,-0.00036115,25c0a9b4-3ee5-4ffd-9214-22382c49b588,0.6814,42.4,1763694000000,Funding,28.89136,,USDT,0.000012,,False,0,,0.6814,,1bc63406-d871-47d9-97d7-ae8c87dfbfca,,0,0,UNKNOWN,220474276793,Buy,UNKNOWN,MASKUSDT,,
,0,,0.00037328,-0.00037328,17ade977-b9b0-491b-bb78-0257151d4091,0.7043,42.4,1763690400000,Funding,29.86232,,USDT,0.000012,,False,0,,0.7043,,52794dcf-1ee4-4cdc-8d59-dbf5bb730bc1,,0,0,UNKNOWN,220459262034,Buy,UNKNOWN,MASKUSDT,,
,0,,0.0003727,-0.0003727,1676ff02-c291-4036-9d1f-ffc859afb20d,0.7032,42.4,1763686800000,Funding,29.81568,,USDT,0.000012,,False,0,,0.7032,,662dc2d1-5e59-498a-b433-2eeb65809d85,,0,0,UNKNOWN,220449642407,Buy,UNKNOWN,MASKUSDT,,
,0,,-0.0037149,0.0037149,0801c6c7-1c58-40fb-9b35-c2de268d8ca8,0.3538,105,1763683200000,Funding,37.149,,USDT,-0.0001,,False,0,,0.3534,,f98234eb-94e1-49e5-9f6d-d5d38f4b249e,,0,0,UNKNOWN,264955893314,Sell,UNKNOWN,RADUSDT,,
,0,,-0.00364856,0.00364856,caddaa56-24fc-46d0-b306-c44e81af28fa,0.01546,2360,1763683200000,Funding,36.4856,,USDT,-0.0001,,False,0,,0.01546,,916bc128-a641-4bae-b03c-b1e078b849d1,,0,0,UNKNOWN,264955893307,Sell,UNKNOWN,ARPAUSDT,,
,0,,0.00036645,-0.00036645,9b410229-5030-4669-a188-313f795ac762,0.6914,42.4,1763683200000,Funding,29.31536,,USDT,0.000012,,False,0,,0.6913,,01b552f2-7021-41bf-a17e-760aa2be0909,,0,0,UNKNOWN,220438671956,Buy,UNKNOWN,MASKUSDT,,
,0,,0.0010141,-0.0010141,f7a4dce2-a733-4d1b-af3f-b58cb65065fc,0.06967,547,1763683200000,Funding,38.10949,,USDT,0.000026,,False,0,,0.06967,,4953add4-3c53-4fbc-8214-5f7ce399c352,,0,0,UNKNOWN,238820757447,Buy,UNKNOWN,ICXUSDT,,
,0,CreateByUser,0.01116696,-0.01116696,59ae67f8-8c08-5816-87ea-cf192d0cc4e6,0.01564,2040,1763680124169,Trade,31.9056,,USDT,0.00035,,False,0,,0.01565,,13569d73-65cb-48b1-bc82-5feff3ca124a,,0.01409,2360,Market,264943540843,Sell,UNKNOWN,ARPAUSDT,,
,0,CreateByUser,0.00005474,-0.00005474,ad92ea21-3890-59fc-8fc9-765e1eae20d3,0.01564,10,1763680124169,Trade,0.1564,,USDT,0.00035,,False,2040,,0.01565,,13569d73-65cb-48b1-bc82-5feff3ca124a,,0.01409,2360,Market,264943540843,Sell,UNKNOWN,ARPAUSDT,,
,0,CreateByUser,0.00169803,-0.00169803,624cbfc5-299e-5f2d-9b9d-9358f956fcc1,0.01565,310,1763680124169,Trade,4.8515,,USDT,0.00035,,False,2050,,0.01565,,13569d73-65cb-48b1-bc82-5feff3ca124a,,0.01409,2360,Market,264943540843,Sell,UNKNOWN,ARPAUSDT,,
,0,CreateByUser,0.00709688,-0.00709688,faf7daf1-1003-5cbc-94ca-d69c2ec30888,0.6992,29,1763680123991,Trade,20.2768,,USDT,0.00035,,False,0,,0.6983,,59b9090a-5a52-4e0c-a815-91b5f307ee26,,0.7332,42.4,Market,220430179224,Buy,UNKNOWN,MASKUSDT,,
,0,CreateByUser,0.00327925,-0.00327925,36ca652f-c726-5751-a901-e0c72e96fb41,0.6992,13.4,1763680123991,Trade,9.36928,,USDT,0.00035,,False,29,,0.6983,,59b9090a-5a52-4e0c-a815-91b5f307ee26,,0.7332,42.4,Market,220430179224,Buy,UNKNOWN,MASKUSDT,,
,0,CreateByUser,0.0132426,-0.0132426,df1a9f1d-1cb5-59d5-9187-66f0b70c1c24,0.06917,547,1763661482641,Trade,37.83599,,USDT,0.00035,,False,0,,0.06919,,9b76034b-d81d-4a49-bf18-5307c2185376,,0.0761,547,Market,238754898348,Buy,UNKNOWN,ICXUSDT,,
,0,CreateByUser,0.0064155,-0.0064155,1b15b56d-1621-5b11-b890-ad6793bc7580,0.3525,52,1763661482466,Trade,18.33,,USDT,0.00035,,False,0,,0.3531,,1c122041-17fd-47cc-884c-f95d6c7f0e21,,0.2825,105,Market,264853039132,Sell,UNKNOWN,RADUSDT,,
,0,CreateByUser,0.00654073,-0.00654073,71f5aaa6-ed8f-5b8d-ad32-86e62ab66757,0.3526,53,1763661482466,Trade,18.6878,,USDT,0.00035,,False,52,,0.3531,,1c122041-17fd-47cc-884c-f95d6c7f0e21,,0.2825,105,Market,264853039132,Sell,UNKNOWN,RADUSDT,,
,59.8,CreateByUser,0.00746364,-0.00746364,d8def3f6-3729-5f81-b160-e4ddc39bcc45,0.3566,59.8,1763656656409,Trade,21.32468,,USDT,0.00035,,False,0,,0.3573,,ea5bdd8d-5b67-4c36-9a8f-586876018cb0,,0.2859,101.9,Market,264821069558,Sell,UNKNOWN,RADUSDT,,
,28,CreateByUser,0.00349468,-0.00349468,174c80e3-f02b-5871-b620-48591dfc85be,0.3566,28,1763656656409,Trade,9.9848,,USDT,0.00035,,False,59.8,,0.3573,,ea5bdd8d-5b67-4c36-9a8f-586876018cb0,,0.2859,101.9,Market,264821069558,Sell,UNKNOWN,RADUSDT,,
,14.1,CreateByUser,0.00176081,-0.00176081,6ff9ec86-c068-5ab1-9ab0-dfbd0a69ceea,0.3568,14.1,1763656656409,Trade,5.03088,,USDT,0.00035,,False,87.8,,0.3573,,ea5bdd8d-5b67-4c36-9a8f-586876018cb0,,0.2859,101.9,Market,264821069558,Sell,UNKNOWN,RADUSDT,,
,457,CreateByUser,0.01142043,-0.01142043,b5d3e4f6-88f5-5117-b236-69535938eec9,0.0714,457,1763656656219,Trade,32.6298,,USDT,0.00035,,False,0,,0.07131,,502a713e-408a-4135-9d8d-b5b98df5ae7b,,0.07844,457,Market,238724343827,Buy,UNKNOWN,ICXUSDT,,
,0,,-0.00902988,0.00902988,77abc2d3-b11e-4ac1-bc1f-8da21cfc5926,0.3591,101.9,1763654400000,Funding,36.59229,,USDT,-0.000246,,False,0,,0.3593,,2ab01208-72c9-4edc-a0db-a6dcf8ae9bf5,,0,0,UNKNOWN,264802536469,Buy,UNKNOWN,RADUSDT,,
,0,,-0.00337678,0.00337678,56780ac0-983a-4c8e-a134-773cfe269949,0.07389,457,1763654400000,Funding,33.76773,,USDT,-0.0001,,False,0,,0.07389,,a9a2f077-a076-4705-8b59-cc16e9c1a397,,0,0,UNKNOWN,238706043763,Sell,UNKNOWN,ICXUSDT,,
,880,CreateByUser,0.00373296,-0.00373296,df828854-72e2-596d-b0d5-e426794600d0,0.01212,880,1764753750860,Trade,10.6656,,USDT,0.00035,,False,0,,0.01214,,52191925-f105-4401-8049-e2eb10785b2a,,0.01032,2990,Market,338522999441,Sell,UNKNOWN,1000XECUSDT,,
,2110,CreateByUser,0.00895801,-0.00895801,89d893f6-cd3c-589f-b55d-5e5021b165d9,0.01213,2110,1764753750860,Trade,25.5943,,USDT,0.00035,,False,880,,0.01214,,52191925-f105-4401-8049-e2eb10785b2a,,0.01032,2990,Market,338522999441,Sell,UNKNOWN,1000XECUSDT,,
,2310,CreateByUser,0.00655371,-0.00655371,8a249a48-7551-5a55-a2f2-972ce6848060,0.008106,2310,1764753750675,Trade,18.72486,,USDT,0.00035,,False,0,,0.008081,,91de3869-34b5-46d8-93c9-f706dceb0dc2,,0.012121,3640,Market,338522998697,Buy,UNKNOWN,10000QUBICUSDT,,
,110,CreateByUser,0.00031197,-0.00031197,07e8f378-4c29-56cb-ae2c-b9f10aafe1c6,0.008103,110,1764753750675,Trade,0.89133,,USDT,0.00035,,False,2310,,0.008081,,91de3869-34b5-46d8-93c9-f706dceb0dc2,,0.012121,3640,Market,338522998697,Buy,UNKNOWN,10000QUBICUSDT,,
,610,CreateByUser,0.00172935,-0.00172935,642dde35-d23d-5a05-802c-9861eb60479a,0.0081,610,1764753750675,Trade,4.941,,USDT,0.00035,,False,2420,,0.008081,,91de3869-34b5-46d8-93c9-f706dceb0dc2,,0.012121,3640,Market,338522998697,Buy,UNKNOWN,10000QUBICUSDT,,
,610,CreateByUser,0.00172722,-0.00172722,7034bfe8-165c-5631-a6b0-abf13df92469,0.00809,610,1764753750675,Trade,4.9349,,USDT,0.00035,,False,3030,,0.008081,,91de3869-34b5-46d8-93c9-f706dceb0dc2,,0.012121,3640,Market,338522998697,Buy,UNKNOWN,10000QUBICUSDT,,
,0,,-0.02070056,0.02070056,e69767e3-6f41-40a9-aedd-5852c8b33f7d,0.008072,3640,1764748800000,Funding,29.38208,,USDT,-0.000704,,False,0,,0.008072,,22d5578c-d184-4431-88e6-30619b329ecd,,0,0,UNKNOWN,338511840476,Sell,UNKNOWN,10000QUBICUSDT,,
,0,,-0.00882588,0.00882588,077e76ea-81c5-4e70-ac90-e4777179e0b2,0.01224,2990,1764748800000,Funding,36.5976,,USDT,-0.000241,,False,0,,0.01224,,5ef64b54-307b-4e6d-a614-ff264063e306,,0,0,UNKNOWN,338511840424,Buy,UNKNOWN,1000XECUSDT,,
,0,,-0.00286141,0.00286141,f2e1bac1-713b-48d6-8a0a-8095d34db44e,0.007861,3640,1764720000000,Funding,28.61404,,USDT,-0.0001,,False,0,,0.007861,,f9cefa2e-d5c7-4920-a316-40fb41476c22,,0,0,UNKNOWN,338446369324,Sell,UNKNOWN,10000QUBICUSDT,,
,0,,0.00357006,-0.00357006,4903aaed-7031-4883-9365-2d355eb4c655,0.01194,2990,1764720000000,Funding,35.7006,,USDT,0.0001,,False,0,,0.01194,,3fc1287e-ba3d-432e-bd2d-1f7b30f47add,,0,0,UNKNOWN,338446369296,Buy,UNKNOWN,1000XECUSDT,,
,0,CreateByUser,0.00835887,-0.00835887,6acec378-7fbd-57ba-bf75-b8120109c2b3,0.007882,3030,1764702488240,Trade,23.88246,,USDT,0.00035,,False,0,,0.007901,,3823ed70-1daf-430e-b656-850a1dd6c582,,0.003951,3640,Market,338414475438,Sell,UNKNOWN,10000QUBICUSDT,,
,0,CreateByUser,0.00168452,-0.00168452,d744dace-ae8b-5ffa-9578-a28a98d1e03b,0.00789,610,1764702488240,Trade,4.8129,,USDT,0.00035,,False,3030,,0.007901,,3823ed70-1daf-430e-b656-850a1dd6c582,,0.003951,3640,Market,338414475438,Sell,UNKNOWN,10000QUBICUSDT,,
,0,CreateByUser,0.01256847,-0.01256847,5552dd70-61a7-501b-a3e6-ad0a4f9fe41c,0.01201,2990,1764702488060,Trade,35.9099,,USDT,0.00035,,False,0,,0.01201,,3e698318-a821-4f08-9d0d-c5657c3db073,,0.01381,2990,Market,338414474955,Buy,UNKNOWN,1000XECUSDT,,
,3220,CreateByUser,0.01274637,-0.01274637,e26a5bf2-ee0d-5668-b9c0-d2eb0ffda2fa,0.01131,3220,1764667015359,Trade,36.4182,,USDT,0.00035,,False,0,,0.01131,,330c6a78-9ec1-4771-8e28-c17783137ed1,,0.013,3220,Market,338294165530,Buy,UNKNOWN,1000XECUSDT,,
,3990,CreateByUser,0.01023635,-0.01023635,e563c79d-3ae5-57f7-853b-afef2b50711c,0.00733,3990,1764667015162,Trade,29.2467,,USDT,0.00035,,False,0,,0.00734,,7f303acc-5773-48f7-b44e-d108115fc4c4,,0.00367,3990,Market,338294164341,Sell,UNKNOWN,10000QUBICUSDT,,
,0,,0.01578676,-0.01578676,50ac90e1-be50-478f-8a95-1bbd105ff96f,0.007377,3990,1764662400000,Funding,29.43423,,USDT,0.000536,,False,0,,0.007377,,7c099468-a7d7-4c48-9128-97beed1aef62,,0,0,UNKNOWN,338279982479,Buy,UNKNOWN,10000QUBICUSDT,,
,0,,-0.00369656,0.00369656,925d63c7-20da-4e5e-9f31-1cec2c96e701,0.01148,3220,1764662400000,Funding,36.9656,,USDT,-0.0001,,False,0,,0.01148,,a4b06480-51d4-4c3d-97ea-ac59c8a9a06d,,0,0,UNKNOWN,338279982316,Sell,UNKNOWN,1000XECUSDT,,
,326.1,CreateByUser,0.01255485,-0.01255485,ed1a12c3-aafe-5733-aca1-41609ddebd72,0.11,326.1,1764638290428,Trade,35.871,,USDT,0.00035,,False,0,,0.1102,,9e298f99-a70c-48cb-a2e1-979f3b732dc8,,0.0937,328.1,Market,338221383799,Sell,UNKNOWN,STGUSDT,,
,1,CreateByUser,0.00003854,-0.00003854,c4badd45-f97d-5241-95d3-ead512172fb5,0.1101,1,1764638290428,Trade,0.1101,,USDT,0.00035,,False,326.1,,0.1102,,9e298f99-a70c-48cb-a2e1-979f3b732dc8,,0.0937,328.1,Market,338221383799,Sell,UNKNOWN,STGUSDT,,
,1,CreateByUser,0.00003854,-0.00003854,3011f589-27de-5735-922b-4ff1df2fcf81,0.1101,1,1764638290428,Trade,0.1101,,USDT,0.00035,,False,327.1,,0.1102,,9e298f99-a70c-48cb-a2e1-979f3b732dc8,,0.0937,328.1,Market,338221383799,Sell,UNKNOWN,STGUSDT,,
,968,CreateByUser,0.01057056,-0.01057056,0111a8f2-79c0-5321-ab9a-0b0d5e0cd59e,0.0312,968,1764638290251,Trade,30.2016,,USDT,0.00035,,False,0,,0.03123,,6bed4427-f2c8-4daf-9b74-93251ad11bee,,0.03591,968,Market,338221383024,Buy,UNKNOWN,MAVUSDT,,
,0,,0.02610528,-0.02610528,d3642623-4c7d-4e98-b53b-20ea412c33e9,0.007324,3990,1764633600000,Funding,29.22276,,USDT,0.000893,,False,0,,0.007322,,256b3e08-4fa3-4999-a18c-1f05a0507e1a,,0,0,UNKNOWN,338203352171,Buy,UNKNOWN,10000QUBICUSDT,,
,0,,-0.0029524,0.0029524,4faf3ff9-7e2b-4664-a26b-3ae1565cacec,0.0305,968,1764633600000,Funding,29.524,,USDT,-0.0001,,False,0,,0.0305,,4d9a3f39-fcbb-4778-8fb9-0167f6b12283,,0,0,UNKNOWN,338203352164,Sell,UNKNOWN,MAVUSDT,,
,0,,-0.01212167,0.01212167,d8c9d91f-17fb-45e5-8e6d-b4fc6bdaf44a,0.1107,328.1,1764633600000,Funding,36.32067,,USDT,-0.000333,,False,0,,0.1107,,ea56de49-1f7a-4575-83c6-687f5d4d2cb1,,0,0,UNKNOWN,338203352117,Buy,UNKNOWN,STGUSDT,,
,0,,-0.00369656,0.00369656,1a95f661-e9e4-423e-8a73-f3d17122250c,0.01148,3220,1764633600000,Funding,36.9656,,USDT,-0.0001,,False,0,,0.01148,,0fa4dac4-842b-491f-bf82-82619afde111,,0,0,UNKNOWN,338203352102,Sell,UNKNOWN,1000XECUSDT,,
,0,CreateByUser,0.00953303,-0.00953303,b3fd3d30-c163-5c72-9243-49523c8efec0,0.03003,907,1764629000537,Trade,27.23721,,USDT,0.00035,,False,0,,0.03007,,357fe453-1789-47ae-89d4-358014c51510,,0.02556,968,Market,338194955664,Sell,UNKNOWN,MAVUSDT,,
,0,CreateByUser,0.00064136,-0.00064136,57d839cd-5ec5-5143-8505-bef3373b259c,0.03004,61,1764629000537,Trade,1.83244,,USDT,0.00035,,False,907,,0.03007,,357fe453-1789-47ae-89d4-358014c51510,,0.02556,968,Market,338194955664,Sell,UNKNOWN,MAVUSDT,,
,0,CreateByUser,0.01274669,-0.01274669,2949af82-eb9f-5cd1-8745-5da76dc7e397,0.111,328.1,1764629000359,Trade,36.4191,,USDT,0.00035,,False,0,,0.1109,,564dd3db-95cb-4014-b1e4-8682500cc212,,0.1275,328.1,Market,338194955406,Buy,UNKNOWN,STGUSDT,,
,0,,-0.00369012,0.00369012,bbd7914d-dff9-4f6c-9d9a-450acf8727ce,0.01146,3220,1764604800000,Funding,36.9012,,USDT,-0.0001,,False,0,,0.01146,,f0d024b5-c5a7-4bda-a21e-92e6b9bc4d7b,,0,0,UNKNOWN,338135232686,Sell,UNKNOWN,1000XECUSDT,,
,0,,0.00294183,-0.00294183,e4536ecc-9997-457d-b26b-d31f403c45e4,0.007373,3990,1764604800000,Funding,29.41827,,USDT,0.0001,,False,0,,0.007373,,ccf9b80f-6832-4578-b9a9-2b5668794259,,0,0,UNKNOWN,338135232657,Buy,UNKNOWN,10000QUBICUSDT,,
,0,CreateByUser,0.0036787,-0.0036787,4abb43c0-8c40-502b-b8ce-7344738abe55,0.007299,1440,1764604061030,Trade,10.51056,,USDT,0.00035,,False,0,,0.007284,,ce0e8b37-1a5c-4f13-8f71-9a698089e92a,,0.010926,3990,Market,338132721723,Buy,UNKNOWN,10000QUBICUSDT,,
,0,CreateByUser,0.0065099,-0.0065099,df41826d-faea-580c-9c81-f3647b2e5777,0.007294,2550,1764604061030,Trade,18.5997,,USDT,0.00035,,False,1440,,0.007284,,ce0e8b37-1a5c-4f13-8f71-9a698089e92a,,0.010926,3990,Market,338132721723,Buy,UNKNOWN,10000QUBICUSDT,,
,0,CreateByUser,0.01275764,-0.01275764,2257b42d-9144-51dd-9213-74515b53581b,0.01132,3220,1764604060526,Trade,36.4504,,USDT,0.00035,,False,0,,0.01133,,0a2fafe2-1b4e-4d43-a793-15042a39f146,,0.00964,3220,Market,338132718825,Sell,UNKNOWN,1000XECUSDT,,
,42400,CreateByUser,0.01238844,-0.01238844,64865394-9cc7-5947-ac14-592cb2f55edc,0.0008348,42400,1764570388427,Trade,35.39552,,USDT,0.00035,,False,0,,0.0008347,,19c592e4-5a3f-4274-8824-ae9d6a2eac06,,0.0010016,42400,Market,287773621786,Buy,UNKNOWN,SLPUSDT,,
,108.3,CreateByUser,0.01016234,-0.01016234,10995cf4-3d83-53a9-aaaa-0b9666bba4a0,0.2681,108.3,1764570388248,Trade,29.03523,,USDT,0.00035,,False,0,,0.2683,,de7ec1b9-f9a3-4bea-9892-7af142676657,,0.2415,108.3,Market,336795697570,Sell,UNKNOWN,KNCUSDT,,
,0,CreateByUser,0.0126333,-0.0126333,9fda9fbb-cf2d-56e0-a98b-ca9029491fa6,0.0008513,42400,1764548493897,Trade,36.09512,,USDT,0.00035,,False,0,,0.0008524,,ea627d21-5510-4e52-b7ab-2c5a7ee49daf,,0.000682,42400,Market,287687112252,Sell,UNKNOWN,SLPUSDT,,
,0,CreateByUser,0.01014717,-0.01014717,7f6a8057-8438-59dd-b8bd-f7b419c79e86,0.2677,108.3,1764548493686,Trade,28.99191,,USDT,0.00035,,False,0,,0.2675,,f2dea375-f481-4fac-a5e2-9fd846c6136b,,0.2942,108.3,Market,336669384033,Buy,UNKNOWN,KNCUSDT,,
,40,CreateByUser,0.00052276,-0.00052276,4ecae9c5-ec9c-5ae8-98b9-8b4f103a8580,0.03734,40,1764535928078,Trade,1.4936,,USDT,0.00035,,False,0,,0.0373,,c71e55af-1d45-4c45-a009-98ae2224b248,,0.04289,977,Market,337984736749,Buy,UNKNOWN,MBOXUSDT,,
,937,CreateByUser,0.01224238,-0.01224238,78a552cf-baa8-5a1b-b724-da639acb346b,0.03733,937,1764535928078,Trade,34.97821,,USDT,0.00035,,False,40,,0.0373,,c71e55af-1d45-4c45-a009-98ae2224b248,,0.04289,977,Market,337984736749,Buy,UNKNOWN,MBOXUSDT,,
,390,CreateByUser,0.00232596,-0.00232596,a5fc84f4-88c0-5c26-92f5-904cd3aec987,0.01704,390,1764535927898,Trade,6.6456,,USDT,0.00035,,False,0,,0.01705,,8096c757-d055-4c86-9973-47413510e1c3,,0.01535,2536,Market,267879135642,Sell,UNKNOWN,GMTUSDT,,
,13,CreateByUser,0.00007754,-0.00007754,9dbfcb84-0118-5ef4-84ae-160afc6c6fbd,0.01704,13,1764535927898,Trade,0.22152,,USDT,0.00035,,False,390,,0.01705,,8096c757-d055-4c86-9973-47413510e1c3,,0.01535,2536,Market,267879135642,Sell,UNKNOWN,GMTUSDT,,
,1000,CreateByUser,0.005964,-0.005964,f3940a94-7190-56b8-9ed3-b71e179b2783,0.01704,1000,1764535927898,Trade,17.04,,USDT,0.00035,,False,403,,0.01705,,8096c757-d055-4c86-9973-47413510e1c3,,0.01535,2536,Market,267879135642,Sell,UNKNOWN,GMTUSDT,,
,1133,CreateByUser,0.00675722,-0.00675722,a2c7de7a-28fb-551f-a844-f73ab477dcf9,0.01704,1133,1764535927898,Trade,19.30632,,USDT,0.00035,,False,1403,,0.01705,,8096c757-d055-4c86-9973-47413510e1c3,,0.01535,2536,Market,267879135642,Sell,UNKNOWN,GMTUSDT,,
,0,,-0.00182846,0.00182846,a2c25f2c-05f1-4667-8aef-0215fa6ff542,0.03743,977,1764532800000,Funding,36.56911,,USDT,-0.00005,,False,0,,0.03743,,d4451dca-a6f0-4766-9393-d00f323ac349,,0,0,UNKNOWN,337980437398,Sell,UNKNOWN,MBOXUSDT,,
,0,,0.00436192,-0.00436192,a4073af6-5cf4-4d5b-a189-e67daddf8703,0.0172,2536,1764518400000,Funding,43.6192,,USDT,0.0001,,False,0,,0.0172,,527eaa2d-6ad4-4cee-a8ca-4344361e2777,,0,0,UNKNOWN,267822882588,Buy,UNKNOWN,GMTUSDT,,
,0,,-0.00182651,0.00182651,d65a2b10-1838-4eb3-ab96-cd76a35bda04,0.03739,977,1764518400000,Funding,36.53003,,USDT,-0.00005,,False,0,,0.03739,,6e6d5291-e7e4-4e1a-90b1-070d37d49caa,,0,0,UNKNOWN,337958368665,Sell,UNKNOWN,MBOXUSDT,,
,0,CreateByUser,0.0152756,-0.0152756,5eb4d55f-c35c-59ca-abbd-c474f7fafd02,0.01721,2536,1764516942546,Trade,43.64456,,USDT,0.00035,,False,0,,0.01721,,3c5902fb-4167-4d7a-920e-dbd66bdf38b7,,0.01893,2536,Market,267819679887,Buy,UNKNOWN,GMTUSDT,,
,0,CreateByUser,0.01271029,-0.01271029,bae31cab-3b95-51b5-98c3-6f62fb71d66c,0.03717,977,1764516942358,Trade,36.31509,,USDT,0.00035,,False,0,,0.03719,,9a97b5c6-3959-4d7d-9b91-2432b285bdbc,,0.03162,977,Market,337955843898,Sell,UNKNOWN,MBOXUSDT,,
,3190,CreateByUser,0.01281742,-0.01281742,7c8d4418-efc3-5f83-8989-dbcacde4afab,0.01148,3190,1764339365966,Trade,36.6212,,USDT,0.00035,,False,0,,0.01149,,ee44daf8-a86b-41eb-9fdf-8cc93f5ea5d2,,0.00977,3190,Market,232435312076,Sell,UNKNOWN,TUSDT,,
,709.4,CreateByUser,0.01297812,-0.01297812,4bec8a29-88c5-56ff-9082-c67addd31afd,0.05227,709.4,1764339365787,Trade,37.080338,,USDT,0.00035,,False,0,,0.05226,,c0a2e343-1b63-404f-b0d3-425d25f220c2,,0.05748,853,Market,240497072581,Buy,UNKNOWN,GRTUSDT,,
,143.6,CreateByUser,0.0026271,-0.0026271,c27a9a1c-c1c1-5dbd-84fd-e8d28c182399,0.05227,143.6,1764339365787,Trade,7.505972,,USDT,0.00035,,False,709.4,,0.05226,,c0a2e343-1b63-404f-b0d3-425d25f220c2,,0.05748,853,Market,240497072581,Buy,UNKNOWN,GRTUSDT,,
,0,,0.00091793,-0.00091793,e9c5ad84-9ae9-4215-97ae-77cb24e9d5ed,0.01151,3190,1764338400000,Funding,36.7169,,USDT,0.000025,,False,0,,0.01151,,32b0b09b-8423-4c35-b32b-c759d005524d,,0,0,UNKNOWN,232434635960,Buy,UNKNOWN,TUSDT,,
,0,,0.00091553,-0.00091553,2e97f911-38ee-441b-ab8e-e7fd3e0837d1,0.01148,3190,1764331200000,Funding,36.6212,,USDT,0.000025,,False,0,,0.01148,,2f713ca7-0404-452c-9c90-d2fcfed93f6a,,0,0,UNKNOWN,232430282717,Buy,UNKNOWN,TUSDT,,
,0,,0.00092431,-0.00092431,e869e32e-a8af-451f-8b01-1c2b309eeb81,0.01159,3190,1764324000000,Funding,36.9721,,USDT,0.000025,,False,0,,0.01159,,570a0c09-66f5-4b7d-ba23-92156af6c09b,,0,0,UNKNOWN,232426379092,Buy,UNKNOWN,TUSDT,,
,0,,0.0006784,-0.0006784,178367b5-43ac-469a-a689-e3876be4a0e6,0.05171,853,1764316800000,Funding,44.10863,,USDT,0.000015,,False,0,,0.05171,,9bcc20fd-2689-4e6c-b72b-b2a69dc2b995,,0,0,UNKNOWN,240466750978,Sell,UNKNOWN,GRTUSDT,,
,0,,0.00092191,-0.00092191,78094fe0-2893-4da7-8405-f6fcc0edfeec,0.01156,3190,1764316800000,Funding,36.8764,,USDT,0.000025,,False,0,,0.01156,,ac0850ca-9629-42db-8915-0e350d569955,,0,0,UNKNOWN,232421534128,Buy,UNKNOWN,TUSDT,,
